ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise,ordem_analise_anterior,data_entrada_anterior,data_atualizacao_anterior,diff_ordem,diff_ordem2
68,2024-11-13T19:35:58Z,1564787249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.154891/2018-00,1564787/24-9,58619131000131,HEXAGON INDUSTRIA E COMÉRCIO DE IMPLANTES ORTOPÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,142,2024-11-13T19:35:58Z,2025-01-06T12:07:30Z,74,Aguardando análise
69,2024-11-13T20:31:39Z,1565253248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.037006/2024-69,1565253/24-8,29763498000126,BLS MEDICAL COMÉRCIO E LOCAÇÃO DE EQUIPAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,143,2024-11-13T20:31:39Z,2025-01-06T12:07:30Z,74,Aguardando análise
70,2024-11-13T20:36:42Z,1565331249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.851193/2023-13,1565331/24-9,29763498000126,BLS MEDICAL COMÉRCIO E LOCAÇÃO DE EQUIPAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,144,2024-11-13T20:36:42Z,2025-01-06T12:07:30Z,74,Aguardando análise
71,2024-11-13T20:40:41Z,1565344243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.536581/2023-69,1565344/24-3,29763498000126,BLS MEDICAL COMÉRCIO E LOCAÇÃO DE EQUIPAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,145,2024-11-13T20:40:41Z,2025-01-06T12:07:30Z,74,Aguardando análise
72,2024-11-14T01:21:34Z,1566011248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.552659/2018-25,1566011/24-8,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,146,2024-11-14T01:21:34Z,2025-01-06T12:07:30Z,74,Aguardando análise
73,2024-11-14T01:48:26Z,1566032245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.552509/2018-11,1566032/24-5,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,147,2024-11-14T01:48:26Z,2025-01-06T12:07:30Z,74,Aguardando análise
74,2024-11-14T11:36:02Z,1567075240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.223490/2019-80,1567075/24-0,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,148,2024-11-14T11:36:02Z,2025-01-06T12:07:30Z,74,Aguardando análise
75,2024-11-14T11:50:56Z,1567137245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.589524/2008-43,1567137/24-5,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,149,2024-11-14T11:50:56Z,2025-01-06T12:07:30Z,74,Aguardando análise
76,2024-11-14T11:54:45Z,1567150241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.282335/2019-03,1567150/24-1,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,63,150,2024-11-14T11:54:45Z,2025-01-06T12:07:30Z,74,Aguardando análise
77,2024-11-14T12:13:07Z,1567193242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.722297/2021-41,1567193/24-2,67882621000117,JG MORIYA REPRESENTAÇÃO IMPORTADORA EXPORTADORA COMERCIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,151,2024-11-14T12:13:07Z,2025-01-06T12:07:30Z,74,Aguardando análise
78,2024-11-14T12:17:54Z,1567196241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.007658/2016-51,1567196/24-1,06373225000170,SINTEGRA SURGICAL SCIENCIES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,152,2024-11-14T12:17:54Z,2025-01-06T12:07:30Z,74,Aguardando análise
79,2024-11-14T13:26:29Z,1568886241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.374298/2018-70,1568886/24-1,06143957000173,GADALI MEDICAL COMÉRCIO DE PRODUTOS MÉDICO-HOSPITALAR LTDA. ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,153,2024-11-14T13:26:29Z,2025-01-06T12:07:30Z,74,Aguardando análise
80,2024-11-14T13:54:35Z,1569082243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.360931/2018-42,1569082/24-3,06374891000122,SELECTA INDUSTRIAL E DISTRIBUIDORA DE ARTIGOS MÉDICOS E HOSPITALARES LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,154,2024-11-14T13:54:35Z,2025-01-06T12:07:30Z,74,Aguardando análise
81,2024-11-14T14:02:21Z,1569257248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.108247/2006-18,1569257/24-8,06295846000182,ULTRADENT DO BRASIL PRODUTOS ODONTOLOGICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,155,2024-11-14T14:02:21Z,2025-01-06T12:07:30Z,74,Aguardando análise
82,2024-11-14T14:05:54Z,1569218242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.430055/2024-77,1569218/24-2,08151621000188,SILCOR TRADING LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,156,2024-11-14T14:05:54Z,2025-01-06T12:07:30Z,74,Aguardando análise
83,2024-11-14T15:01:54Z,1569777241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.189073/2016-15,1569777/24-1,68072172000104,IOL IMPLANTES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,157,2024-11-14T15:01:54Z,2025-01-06T12:07:30Z,74,Aguardando análise
84,2024-11-14T17:04:57Z,1570337241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.903734/2024-79,1570337/24-1,26443446000184,HEALTH CARE SOLUTIONS INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,158,2024-11-14T17:04:57Z,2025-01-06T12:07:30Z,74,Aguardando análise
85,2024-11-14T17:07:26Z,1570527245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.410700/2024-35,1570527/24-5,16970346000152,YLLER BIOMATERIAIS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,159,2024-11-14T17:07:26Z,2025-01-06T12:07:30Z,74,Aguardando análise
86,2024-11-14T17:46:22Z,1570838241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.292372/2005-16,1570838/24-1,38907770000195,PRISMA INSTRUMENTOS ODONTOLÓGICOS LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,160,2024-11-14T17:46:22Z,2025-01-06T12:07:30Z,74,Aguardando análise
87,2024-11-14T18:10:14Z,1571094245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.211505/2023-43,1571094/24-5,64602097000195,ADITEK DO BRASIL S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,161,2024-11-14T18:10:14Z,2025-01-06T12:07:30Z,74,Aguardando análise
88,2024-11-14T19:51:44Z,1572166240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.420658/2024-61,1572166/24-0,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,62,162,2024-11-14T19:51:44Z,2025-01-06T12:07:30Z,74,Aguardando análise
89,2024-11-15T13:04:38Z,1573973246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.606515/2011-60,1573973/24-6,01209413000143,WELFARE IMP. DE PROD. MÉDICO-ODONTOLÓGICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,61,163,2024-11-15T13:04:38Z,2025-01-06T12:07:30Z,74,Aguardando análise
90,2024-11-16T12:30:18Z,1574678248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.277151/2019-13,1574678/24-8,23371106000105,Medela Brasil Produtos Médicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,60,164,2024-11-16T12:30:18Z,2025-01-06T12:07:30Z,74,Aguardando análise
91,2024-11-18T12:16:58Z,1575410249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.031537/2020-14,1575410/24-9,82641325000118,CREMER S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,165,2024-11-18T12:16:58Z,2025-01-06T12:07:30Z,74,Aguardando análise
92,2024-11-18T13:22:21Z,1577239245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.387601/2018-02,1577239/24-5,05216859000156,BIOBASE INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,166,2024-11-18T13:22:21Z,2025-01-06T12:07:30Z,74,Aguardando análise
93,2024-11-18T14:19:39Z,1577711246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.170039/2010-21,1577711/24-6,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,167,2024-11-18T14:19:39Z,2025-01-06T12:07:30Z,74,Aguardando análise
94,2024-11-18T14:52:02Z,1577982240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.327226/2005-19,1577982/24-0,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,168,2024-11-18T14:52:02Z,2025-01-06T12:07:30Z,74,Aguardando análise
95,2024-11-18T15:22:26Z,1578205247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.391154/2016-06,1578205/24-7,08279999000161,GC SOUTH AMERICA COMÉRCIO DE PRODUTOS DENTAIS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,169,2024-11-18T15:22:26Z,2025-01-06T12:07:30Z,74,Aguardando análise
96,2024-11-18T15:55:19Z,1578266246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.513717/2019-86,1578266/24-6,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,170,2024-11-18T15:55:19Z,2025-01-06T12:07:30Z,74,Aguardando análise
97,2024-11-18T17:08:07Z,1578639247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.346731/2015-81,1578639/24-7,54516661000101,JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,171,2024-11-18T17:08:07Z,2025-01-06T12:07:30Z,74,Aguardando análise
98,2024-11-18T18:20:58Z,1579195245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.753142/2010-72,1579195/24-5,10220940000140,"CAMAHE-INDUSTRIA E COMERCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS PARA SAUDE",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,172,2024-11-18T18:20:58Z,2025-01-06T12:07:30Z,74,Aguardando análise
99,2024-11-18T18:30:29Z,1579233244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.461669/2022-39,1579233/24-4,28345933000130,BRAMED COMERCIO HOSPITALAR DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,173,2024-11-18T18:30:29Z,2025-01-06T12:07:30Z,74,Aguardando análise
100,2024-11-18T18:38:40Z,1579382240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.501788/2023-12,1579382/24-0,10220940000140,"CAMAHE-INDUSTRIA E COMERCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS PARA SAUDE",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,174,2024-11-18T18:38:40Z,2025-01-06T12:07:30Z,74,Aguardando análise
101,2024-11-18T19:39:52Z,1579970249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.128143/2023-21,1579970/24-9,15524734000147,TECHIMPORT TECNOLOGIA EM IMPLANTES ORTOPEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,175,2024-11-18T19:39:52Z,2025-01-06T12:07:30Z,74,Aguardando análise
102,2024-11-18T20:04:48Z,1580108245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.656556/2021-39,1580108/24-5,07450060000236,"BLUMENTHAL DISTRIBUIDORA - IMP, EXP, COM E DIST DE MATERIAIS MEDICO-HOSPITALARES E ORTOPEDICOS LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,176,2024-11-18T20:04:48Z,2025-01-06T12:07:30Z,74,Aguardando análise
103,2024-11-18T21:13:24Z,1580537243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25000.017093/98-38,1580537/24-3,31116239000155,DENTSPLY IND.COM. LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,177,2024-11-18T21:13:24Z,2025-01-06T12:07:30Z,74,Aguardando análise
104,2024-11-19T10:43:19Z,1581872241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.848479/2018-46,1581872/24-1,05343029000190,MEDLEVENSOHN COMÉRCIO E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,178,2024-11-19T10:43:19Z,2025-01-06T12:07:30Z,74,Aguardando análise
105,2024-11-19T11:43:42Z,1582022241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.023198/2019-69,1582022/24-1,05343029000190,MEDLEVENSOHN COMÉRCIO E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,58,179,2024-11-19T11:43:42Z,2025-01-06T12:07:30Z,74,Aguardando análise
106,2024-11-19T12:09:53Z,1582196249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.500115/2022-64,1582196/24-9,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,57,180,2024-11-19T12:09:53Z,2025-01-06T12:07:30Z,74,Aguardando análise
107,2024-11-19T12:30:27Z,1582307245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.641420/2019-18,1582307/24-5,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,57,181,2024-11-19T12:30:27Z,2025-01-06T12:07:30Z,74,Aguardando análise
108,2024-11-19T12:59:46Z,1582570248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.676771/2011-98,1582570/24-8,38851879000158,"ZATTY INDUSTRIA COMERCIO, IMPORTACAO E EXPORTACAO DE INSTRUMENTACAO CIRURGICA E ODONTOLOGICA LTDA - EPP",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,57,182,2024-11-19T12:59:46Z,2025-01-06T12:07:30Z,74,Aguardando análise
