ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,processo_numero,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise
81,2024-11-06T14:45:42Z,1529348242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351720006201968,2025-01-02T14:35:21Z,25351.720006/2019-66,1529348/24-2,02109005000182,BLEYMED COMÉRCIO DE PRODUTOS MÉDICOS,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
82,2024-11-06T14:46:23Z,1529353246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351405533202420,2025-01-02T14:35:21Z,25351.405533/2024-19,1529353/24-6,40821171000104,REACT TECHNOLOGY INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
83,2024-11-06T15:11:09Z,1529580242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351721521202340,2025-01-02T14:35:21Z,25351.721521/2023-40,1529580/24-2,09058456000187,MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
84,2024-11-06T15:54:02Z,1529730244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351721475202388,2025-01-02T14:35:21Z,25351.721475/2023-89,1529730/24-4,09058456000187,MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
85,2024-11-06T16:00:32Z,1529771242,80256,MATERIAL – Alteração de notificação – Implementação imediata,253510355740159,2025-01-02T14:35:21Z,25351.035574/01-59,1529771/24-2,48708010000102,KULZER SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
86,2024-11-06T16:32:03Z,1529853249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351721465202344,2025-01-02T14:35:21Z,25351.721465/2023-43,1529853/24-9,09058456000187,MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
87,2024-11-06T17:33:53Z,1530210241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351382682200956,2025-01-02T14:35:21Z,25351.382682/2009-57,1530210/24-1,65441255000135,Dental Morelli Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
88,2024-11-06T19:33:09Z,1531245242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351241097200816,2025-01-02T14:35:21Z,25351.241097/2008-15,1531245/24-2,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
89,2024-11-06T19:44:34Z,1531349242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351812270202312,2025-01-02T14:35:21Z,25351.812270/2023-10,1531349/24-2,10220940000140,"CAMAHE-INDUSTRIA E COMERCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS PARA SAUDE",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
90,2024-11-06T20:03:33Z,1531581242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351172092202456,2025-01-02T14:35:21Z,25351.172092/2024-55,1531581/24-2,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
91,2024-11-06T20:16:29Z,1531666248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351643230201496,2025-01-02T14:35:21Z,25351.643230/2014-97,1531666/24-8,68072172000104,IOL IMPLANTES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
92,2024-11-06T20:22:23Z,1531706240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351643109201480,2025-01-02T14:35:21Z,25351.643109/2014-79,1531706/24-0,68072172000104,IOL IMPLANTES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
93,2024-11-06T20:26:57Z,1531595243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351517003201784,2025-01-02T14:35:21Z,25351.517003/2017-85,1531595/24-3,68072172000104,IOL IMPLANTES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
94,2024-11-06T20:31:02Z,1531731244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351667039202276,2025-01-02T14:35:21Z,25351.667039/2022-76,1531731/24-4,68072172000104,IOL IMPLANTES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
95,2024-11-07T08:55:45Z,1532650248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351315066202428,2025-01-02T14:35:21Z,25351.315066/2024-28,1532650/24-8,51327380000104,AUSTIN MEDICAL INNOVATION LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
96,2024-11-07T11:35:12Z,1533545243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351076836201700,2025-01-02T14:35:21Z,25351.076836/2017-01,1533545/24-3,04192554000199,ALACER INDUSTRIA ELETRONICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
97,2024-11-07T12:22:54Z,1533770247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351716600201192,2025-01-02T14:35:21Z,25351.716600/2011-90,1533770/24-7,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
98,2024-11-07T13:39:19Z,1535576243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351395024202464,2025-01-02T14:35:21Z,25351.395024/2024-62,1535576/24-3,04799405000192,ALIGN TECHNOLOGY DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
99,2024-11-07T14:06:22Z,1535834242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351078832200504,2025-01-02T14:35:21Z,25351.078832/2005-03,1535834/24-2,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,56
100,2024-11-07T17:33:01Z,1536968242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351277226202344,2025-01-02T14:35:21Z,25351.277226/2023-42,1536968/24-2,01123973000180,ORTHO PAUHER INDUSTRIA COMERCIO E DISTRIBUICOES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
101,2024-11-07T18:50:15Z,1537484249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351201224202464,2025-01-02T14:35:21Z,25351.201224/2024-63,1537484/24-9,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
102,2024-11-07T18:56:00Z,1537525247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351073101201888,2025-01-02T14:35:21Z,25351.073101/2018-88,1537525/24-7,73297509000111,BHIO SUPPLY INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
103,2024-11-07T19:47:11Z,1538063247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351239420202420,2025-01-02T14:35:21Z,25351.239420/2024-19,1538063/24-7,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
104,2024-11-07T20:11:50Z,1538355248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351867480202096,2025-01-02T14:35:21Z,25351.867480/2020-94,1538355/24-8,06019570000100,SMITHS MEDICAL DO BRASIL PRODUTOS HOSPITALARES  LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
105,2024-11-07T20:20:07Z,1538427249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351538309202232,2025-01-02T14:35:21Z,25351.538309/2022-32,1538427/24-9,29986299000187,LATIN HEALTH IMPORTADORA E DISTRIBUIDORA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
106,2024-11-07T21:30:13Z,1538717247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351595107200952,2025-01-02T14:35:21Z,25351.595107/2009-52,1538717/24-7,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
107,2024-11-07T21:38:15Z,1538732246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351777255202320,2025-01-02T14:35:21Z,25351.777255/2023-18,1538732/24-6,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
108,2024-11-08T11:03:48Z,1539829243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351752443201480,2025-01-02T14:35:21Z,25351.752443/2014-81,1539829/24-3,07231123000182,"BODY MEDIC COMÉRCIO DE PRODUTOS PARA VESTUÁRIO, ESTÉTICA, PÓS-CIRURGICO, IMPORTAÇÃO E EXPORTAÇÃO LTDA - ME",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
109,2024-11-08T11:50:45Z,1540060241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351597622201824,2025-01-02T14:35:21Z,25351.597622/2018-26,1540060/24-1,13200579000188,"MERIT MEDICAL COMERCIALIZAÇÃO, DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS HOSPITALARES LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
110,2024-11-08T12:35:37Z,1540264246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351855161201644,2025-01-02T14:35:21Z,25351.855161/2016-43,1540264/24-6,93896397001447,MERCUR S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
111,2024-11-08T13:04:34Z,1541746244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351165872200232,2025-01-02T14:35:21Z,25351.165872/2002-33,1541746/24-4,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
112,2024-11-08T13:12:41Z,1541800249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351415961201800,2025-01-02T14:35:21Z,25351.415961/2018-01,1541800/24-9,60588803000130,RICHTER LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
113,2024-11-08T13:33:45Z,1541904249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351351014200632,2025-01-02T14:35:21Z,25351.351014/2006-33,1541904/24-9,33100082000103,E TAMUSSINO E CIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
114,2024-11-08T13:34:46Z,1541932242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351490522201952,2025-01-02T14:35:21Z,25351.490522/2019-51,1541932/24-2,08198611000106,ETHNOS INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
115,2024-11-08T13:35:18Z,1541935241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351060721200452,2025-01-02T14:35:21Z,25351.060721/2004-51,1541935/24-1,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
116,2024-11-08T13:54:44Z,1542091241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351404766202496,2025-01-02T14:35:21Z,25351.404766/2024-96,1542091/24-1,22575103000112,"6B INVENT GERMANY INOX CE - BRASIL, IMPORTAÇÃO E EXPORTAÇÃO - LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,55
117,2024-11-08T17:47:00Z,1543138241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351199451201124,2025-01-02T14:35:21Z,25351.199451/2011-24,1543138/24-1,03840189000119,RS MED LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,54
118,2024-11-08T17:57:05Z,1543260241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351040011202024,2025-01-02T14:35:21Z,25351.040011/2020-25,1543260/24-1,03840189000119,RS MED LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,54
119,2024-11-08T18:22:30Z,1543488242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351713373201824,2025-01-02T14:35:21Z,25351.713373/2018-22,1543488/24-2,60588803000130,RICHTER LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,54
120,2024-11-08T19:45:16Z,1544484241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351880916202384,2025-01-02T14:35:21Z,25351.880916/2023-83,1544484/24-1,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,54
121,2024-11-08T19:52:59Z,1544559241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351938516202112,2025-01-02T14:35:21Z,25351.938516/2021-11,1544559/24-1,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,54
122,2024-11-08T20:34:32Z,1544890249,80256,MATERIAL – Alteração de notificação – Implementação imediata,250000213579579,2025-01-02T14:35:21Z,25000.021357/95-79,1544890/24-9,33112665000146,DFL INDÚSTRIA E COMÉRCIO S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,54
123,2024-11-11T13:54:44Z,1548738247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351404111202416,2025-01-02T14:35:21Z,25351.404111/2024-18,1548738/24-7,25101992000174,UGHC BRASIL IMPORTADORA LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,52
124,2024-11-11T14:08:24Z,1548937240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351404044202432,2025-01-02T14:35:21Z,25351.404044/2024-31,1548937/24-0,25101992000174,UGHC BRASIL IMPORTADORA LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,52
